6.399472601593604315e-01,8.651080699954175612e-01,-3.351823915466304454e-02,9.072699252723612773e-01,-6.928905722954674662e-01,1.662917424063704852e-01,4.684919773786535013e-01,1.425995404422844670e+00
-8.448850534430227821e-01,-1.206161532864060693e+00,-5.298590331015013977e-01,5.309015587207731590e-01,-6.928905722954674662e-01,-8.525311770194060612e-01,-3.650607775715992709e-01,-1.906719051364861306e-01
1.233880185600313650e+00,2.015813404917349949e+00,-6.953059644171141196e-01,-1.288212212945235802e+00,-6.928905722954674662e-01,-1.332833410462986423e+00,6.043973178596731000e-01,-1.055841520017845037e-01
-8.448850534430227821e-01,-1.074652351730125410e+00,-5.298590331015013977e-01,1.545331921691851240e-01,1.233016444449689247e-01,-6.342119799995967755e-01,-9.207626142051013041e-01,-1.041549436483502289e+00
-1.141851516163499447e+00,5.034578218770959790e-01,-2.680669140204467560e+00,9.072699252723612773e-01,7.658359427299933353e-01,1.548979990198495749e+00,5.484909100466951237e+00,-2.049639886708287326e-02
3.429807974388837666e-01,-1.869653790760634204e-01,1.319286921609497398e-01,-1.288212212945235802e+00,-6.928905722954674662e-01,-9.980773083659455480e-01,-8.180785791749975999e-01,-2.757596582711877575e-01
-2.509521280020695078e-01,-1.436302599848447104e+00,-1.853434483626403617e+00,7.190857419965672737e-01,7.120426890834531675e-02,-2.121281990946324303e-01,-6.761330013392661265e-01,-6.161106708099942653e-01
1.827813111041266758e+00,-2.198426743595471855e-01,1.175571152001088943e-15,-1.288212212945235802e+00,-6.928905722954674662e-01,4.137201656954870299e-01,-1.020426530557848821e+00,-3.608474114058893845e-01
-5.479185907225461172e-01,2.476095538886122771e+00,-1.989651704702758150e-01,1.534550536191674697e+00,4.021921913768967904e+00,-2.849012647679021737e-01,-9.479436823013052127e-01,1.681258663826949551e+00
1.233880185600313650e+00,1.089302784752906039e-01,1.951844936632690208e+00,-1.288212212945235802e+00,-6.928905722954674662e-01,-3.102502390388071631e-15,-7.244549001769620133e-01,1.766346416961651178e+00
